ID,X,Y
0,11,10
1,10.6234898018587,10.781831482468
2,9.77747906604369,10.9749279121818
3,9.09903113209758,10.4338837391176
4,9.09903113209758,9.56611626088244
5,9.77747906604369,9.02507208781818
6,10.6234898018587,9.21816851753197
7,12,10
8,11.8019377358048,10.8677674782351
9,11.2469796037175,11.5636629649361
10,10.4450418679126,11.9498558243636
11,9.55495813208737,11.9498558243636
12,8.75302039628253,11.5636629649361
13,8.19806226419516,10.8677674782351
14,8,10
15,8.19806226419516,9.13223252176488
16,8.75302039628253,8.43633703506394
17,9.55495813208737,8.05014417563635
18,10.4450418679126,8.05014417563635
19,11.2469796037175,8.43633703506394
20,11.8019377358048,9.13223252176488
21,13,10
22,12.8667184173584,10.8842655232327
23,12.478716322948,11.6899601741909
24,11.8704694055762,12.3454944474041
25,11.0960230730992,12.7926212459326
26,10.2241902807593,12.9916113915435
27,9.33243719813106,12.9247837365455
28,8.5,12.5980762113533
29,7.80084438451052,12.0405182133128
30,7.29709339629274,11.3016512173527
31,7.03350752132461,10.4471267985285
32,7.03350752132461,9.55287320147148
33,7.29709339629274,8.69834878264733
34,7.80084438451052,7.95948178668724
35,8.5,7.40192378864669
36,9.33243719813106,7.07521626345453
37,10.2241902807593,7.00838860845646
38,11.0960230730992,7.20737875406739
39,11.8704694055762,7.65450555259591
40,12.478716322948,8.31003982580913
41,12.8667184173584,9.11573447676729
42,14,10
43,13.8921794823193,10.9224634829698
44,13.5745305612937,11.7951967208018
45,13.0641777724759,12.5711504387462
46,12.3886343668111,13.2084927710202
47,11.5843190641566,13.6728644275211
48,10.6945927106677,13.9392310120488
49,9.7674206843581,13.9932326330851
50,8.85278706915564,13.831958049262
51,8,13.4641016151378
52,7.25503344852507,12.9094945662922
53,6.65804875434825,12.1980359122832
54,6.24122951685637,11.3680805733027
55,6.02704656903223,10.4643716565009
56,6.02704656903223,9.53562834349908
57,6.24122951685637,8.63191942669733
58,6.65804875434825,7.80196408771678
59,7.25503344852507,7.09050543370781
60,8,6.53589838486225
61,8.85278706915564,6.16804195073805
62,9.7674206843581,6.00676736691493
63,10.6945927106677,6.06076898795117
64,11.5843190641566,6.3271355724789
