ID,X,Y
0,6,5
1,6,6
2,6,7
3,6,8
4,6,9
5,6,10
6,6,11
7,6,12
8,6,13
9,6,14
10,6,15
11,6,16
12,6,17
13,6,18
14,6,19
15,6,20
16,6,21
17,6,22
18,6,23
19,6,24
20,6,25
21,6,26
22,6,27
23,6,28
24,6,29
25,7,5
26,7,6
27,7,7
28,7,8
29,7,9
30,7,10
31,7,11
32,7,12
33,7,13
34,7,14
35,7,15
36,7,16
37,7,17
38,7,18
39,7,19
40,7,20
41,7,21
42,7,22
43,7,23
44,7,24
45,7,25
46,7,26
47,7,27
48,7,28
49,7,29
50,8,5
51,8,6
52,8,7
53,8,8
54,8,9
55,8,10
56,8,11
57,8,12
58,8,13
59,8,14
60,8,15
61,8,16
62,8,17
63,8,18
64,8,19
65,8,20
66,8,21
67,8,22
68,8,23
69,8,24
70,8,25
71,8,26
72,8,27
73,8,28
74,8,29
75,9,5
76,9,6
77,9,7
78,9,8
79,9,9
80,9,10
81,9,11
82,9,12
83,9,13
84,9,14
85,9,15
86,9,16
87,9,17
88,9,18
89,9,19
90,9,20
91,9,21
92,9,22
93,9,23
94,9,24
95,9,25
96,9,26
97,9,27
98,9,28
99,9,29
100,10,5
101,10,6
102,10,7
103,10,8
104,10,9
105,10,10
106,10,11
107,10,12
108,10,13
109,10,14
110,10,15
111,10,16
112,10,17
113,10,18
114,10,19
115,10,20
116,10,21
117,10,22
118,10,23
119,10,24
120,10,25
121,10,26
122,10,27
123,10,28
124,10,29
125,11,5
126,11,6
127,11,7
128,11,8
129,11,9
130,11,10
131,11,11
132,11,12
133,11,13
134,11,14
135,11,15
136,11,16
137,11,17
138,11,18
139,11,19
140,11,20
141,11,21
142,11,22
143,11,23
144,11,24
145,11,25
146,11,26
147,11,27
148,11,28
149,11,29
150,12,5
151,12,6
152,12,7
153,12,8
154,12,9
155,12,10
156,12,11
157,12,12
158,12,13
159,12,14
160,12,15
161,12,16
162,12,17
163,12,18
164,12,19
165,12,20
166,12,21
167,12,22
168,12,23
169,12,24
170,12,25
171,12,26
172,12,27
173,12,28
174,12,29
175,13,5
176,13,6
177,13,7
178,13,8
179,13,9
