ID,X1,Y1,X2,Y2,X3,Y3,X4,Y4,X5,Y5,X6,Y6,X7,Y7,X8,Y8,X9,Y9,X10,Y10,X11,Y11,X12,Y12,X13,Y13,X14,Y14,X15,Y15
0,31.8461538461538,16.6025641025641,32.0864916491939,17.4549696595104,32.326829452234,18.3073752164567,32.5671672552741,19.1597807734031,32.8834198914671,19.7680009186275,33.3315427004842,19.9520513580452,33.7796655095012,20.1361017974629,33.829499203478,20.489418214432,33.5192971228401,20.9957436016247,33.2090950422023,21.5020689888174,32.8988929615644,22.0083943760101,33.028902022068,21.6691974058745,33.5535817402022,20.5719485973804,34.0782614583364,19.4746997888863,34.6029411764706,18.3774509803922
1,16.9351851851852,37.4444444444444,16.7471381845329,36.980591710184,16.5590911838806,36.5167389759236,16.3710441832282,36.0528862416631,16.4158545216209,36.0522082418902,16.865156792194,36.8561020200924,17.314459062767,37.6599957982945,17.6708874881196,37.3882046502163,17.943362057987,36.1440418227479,18.2158366278544,34.8998789952794,18.4883111977219,33.655716167811,18.5017763794626,33.8279821331582,18.2830270714033,35.2701452703439,18.0642777633439,36.7123084075297,17.8455284552846,38.1544715447155
2,15.1410256410256,16.5683760683761,15.364108148237,16.2988898913583,15.5871906554484,16.0294037143404,15.8102731626599,15.7599175373226,15.9245784315955,15.7374691834771,15.8499288861032,16.1441454036153,15.7752793406109,16.5508216237535,15.8135492471564,17.3419637985555,15.9538933526901,18.480646221316,16.0942374582238,19.6193286440766,16.2345815637575,20.7580110668371,16.2947617722899,20.5816407400261,16.2830711556868,19.2262617853404,16.2713805390837,17.8708828306547,16.2596899224806,16.515503875969
3,32.0777777777778,37.6888888888889,32.0593057016285,37.1120267643553,32.0408336254793,36.5351646398218,32.0223615493301,35.9583025152882,32.3043506105453,35.6232180206393,33.1082648406047,35.7081207210306,33.9121790706641,35.7930234214219,34.0283928408056,35.2889871286505,33.5229557587406,34.2525759890732,33.0175186766757,33.2161648494959,32.5120815946107,32.1797537099186,32.7259639772551,31.9059464575757,33.5847511786352,32.31585060996,34.4435383800152,32.7257547623444,35.3023255813953,33.1356589147287
4,27.4083333333333,7.39583333333333,27.7246793601689,7.56525681222601,28.0410253870046,7.73468029111869,28.3573714138402,7.90410377001137,28.6450981808102,8.05045954258432,28.883110990865,8.15674485339513,29.1211238009198,8.26303016420594,29.0191893258787,9.48943932855782,28.6099575145667,11.7283910004627,28.2007257032548,13.9673426723675,27.7914938919428,16.2062943442724,27.7526721325417,15.9391842519377,28.045940965854,13.4252681337704,28.3392097991663,10.9113520156032,28.6324786324786,8.3974358974359
5,16,25.9509803921569,17.6925581792746,25.7779902407461,19.3851163585493,25.6050000893353,21.0776745378239,25.4320099379245,21.5583129474928,25.6418392514477,19.9337492137982,26.5166567748443,18.3091854801037,27.391474298241,18.2650329802947,27.7076664467702,19.6495024571222,27.5188859210163,21.0339719339496,27.3301053952624,22.418441410777,27.1413248695085,22.4895995264085,27.1573227236358,21.3833102533781,27.3569143360824,20.2770209803476,27.556505948529,19.1707317073171,27.7560975609756
6,26.2333333333333,41.6291666666667,27.4020099711848,40.7609443490333,28.5706866090363,39.8927220313999,29.7393632468878,39.0244997137665,30.1800398220093,38.8122378687804,29.3561217177931,39.7394321392994,28.532203613577,40.6666264098183,28.1201316081421,40.359007243248,28.0803502920516,38.9351712494065,28.0405689759612,37.5113352555649,28.0007876598707,36.0874992617234,27.6133941740394,36.2718577537573,26.9143495035602,37.8980406705266,26.2153048330809,39.5242235872958,25.5162601626016,41.150406504065
7,17.8809523809524,8.87619047619047,17.407263182074,8.50469237061647,16.9335739831955,8.13319426504246,16.4598847843171,7.76169615946846,16.3172827627785,7.70669437364963,16.7498058055028,8.20147215857903,17.1823288482272,8.69624994350844,16.9225606641973,9.83670187514329,16.0369917774338,11.5608147273991,15.1514228906704,13.2849275796549,14.265854003907,15.0090404319107,14.1302211278937,14.7167796350283,14.6669422903907,12.6167419789077,15.2036634528876,10.5167043227872,15.7403846153846,8.41666666666668
8,32.82,10.2533333333333,33.1795903684909,10.8528980854601,33.5391807369819,11.452462837587,33.8987711054728,12.0520275897138,34.0745396441065,12.6257137767455,33.9309948751124,13.1544468141777,33.7874501061183,13.68317985161,33.8677050111644,14.4532920887142,34.1502649402719,15.4416004648742,34.4328248693794,16.4299088410342,34.7153847984869,17.4182172171942,34.7597128961776,17.3903570718783,34.5904545922837,16.4514525182031,34.4211962883899,15.5125479645279,34.2519379844961,14.5736434108527
9,31.3842592592593,31.912037037037,30.3357597176791,30.3588270401921,29.2872601760989,28.8056170433472,28.2387606345187,27.2524070465023,28.324191840713,26.5281235767805,30.3793519848359,27.2437521749653,32.4345121289589,27.9593807731502,32.8865451674784,28.1397333008995,31.8894220842868,27.8362198946464,30.8922990010951,27.5327064883932,29.8951759179035,27.2291930821401,30.0490551926857,27.0673648350101,31.2348639556176,27.0325642109944,32.4206727185496,26.9977635869787,33.6064814814815,26.962962962963
