ID,X1,Y1,X2,Y2,X3,Y3,X4,Y4,X5,Y5,X6,Y6,X7,Y7,X8,Y8,X9,Y9,X10,Y10,X11,Y11,X12,Y12,X13,Y13,X14,Y14,X15,Y15
0,18.387741046832,18.6444903581267,17.9786683577447,18.6744708502373,17.5695956686574,18.704451342348,17.1605229795701,18.7344318344586,16.7514502904828,18.7644123265692,16.3423776013955,18.7943928186799,16.0888466212909,18.8643202136014,16.4821165679251,19.1003618548395,16.8753865145594,19.3364034960776,17.2686564611936,19.5724451373157,17.6619264078278,19.8084867785538,17.9246912405604,19.9868491904924,18.096594329901,20.1250535183914,18.2684974192417,20.2632578462904,18.4404005085823,20.4014621741894
1,14.0581412208206,4.39393939393939,14.1342695579899,4.77907464110974,14.2103978951592,5.16420988828008,14.2865262323285,5.54934513545043,14.3626545694977,5.93448038262077,14.438782906667,6.31961562979112,14.502290318822,6.6965844981024,14.5133151779115,7.03959449166116,14.524340037001,7.38260448521992,14.5353648960905,7.72561447877869,14.54638975518,8.06862447233745,14.5746569526994,8.18897109078997,14.6149288056923,8.15429250105844,14.6552006586851,8.11961391132692,14.695472511678,8.0849353215954
2,10.7298393306298,21.5197371798162,10.6159358445224,21.5005435468312,10.5020323584149,21.4813499138461,10.3881288723075,21.4621562808611,10.2742253862,21.4429626478761,10.1603219000926,21.423769014891,9.98215825370924,21.3984360133907,9.53677669201143,21.3475732085261,9.09139513031361,21.2967104036614,8.6460135686158,21.2458475987968,8.20063200691798,21.1949847939322,7.91449871673766,21.048188432482,7.73923905556422,20.8346001274785,7.56397939439078,20.6210118224749,7.38871973321734,20.4074235174714
3,19.7533680516246,11.0824748103702,19.2938068872777,11.2776410167567,18.8342457229307,11.4728072231433,18.3746845585838,11.6679734295298,17.9151233942368,11.8631396359163,17.4555622298899,12.0583058423028,17.1990856034789,12.2587595751861,17.7871108679261,12.4812008319342,18.3751361323734,12.7036420886823,18.9631613968207,12.9260833454304,19.551186661268,13.1485246021785,19.8479070604873,13.3015249171779,19.9418118985241,13.4061782759438,20.0357167365609,13.5108316347096,20.1296215745977,13.6154849934754
4,12.4295564575285,14.9005330334002,12.079313490171,14.8143199579436,11.7290705228134,14.7281068824871,11.3788275554559,14.6418938070305,11.0285845880984,14.555680731574,10.6783416207408,14.4694676561174,10.3680712200924,14.4367409264807,10.2240217859013,14.6264305395113,10.0799723517102,14.8161201525418,9.93592291751918,15.0058097655723,9.79187348332811,15.1954993786028,9.71786057927661,15.2802719926561,9.69260929873052,15.2919981094991,9.66735801818442,15.3037242263422,9.64210673763833,15.3154503431853
5,16.762726074979,7.8535153910648,16.5399116859832,8.46291538169284,16.3170972969874,9.07231537232088,16.0942829079916,9.68171536294893,15.8714685189959,10.291115353577,15.6486541300001,10.900515344205,15.5104623348365,11.4649295330306,15.7241631122288,11.8422758383528,15.9378638896211,12.219622143675,16.1515646670134,12.5969684489971,16.3652654444057,12.9743147543193,16.6226295444419,13.2271981016354,16.9103934157904,13.393426443534,17.198157287139,13.5596547854326,17.4859211584875,13.7258831273312
6,12.3055376849607,23.9625872222497,11.9853431199682,23.9173139977265,11.6651485549757,23.8720407732033,11.3449539899832,23.8267675486801,11.0247594249907,23.781494324157,10.7045648599983,23.7362210996338,10.3354603252344,23.6356911501666,9.76296974063374,23.3053829557765,9.19047915603307,22.9750747613865,8.6179885714324,22.6447665669965,8.04549798683172,22.3144583726064,7.6778110352022,22.0286802351375,7.45271478050723,21.7739053165022,7.22761852581227,21.5191303978668,7.00252227111731,21.2643554792315
7,11.8535869724681,7.36216929923223,11.9555903500579,7.86738613030849,12.0575937276477,8.37260296138475,12.1595971052375,8.87781979246102,12.2616004828273,9.38303662353728,12.3636038604171,9.88825345461354,12.2942339882688,10.3022702040104,11.5122296885204,10.3370427125239,10.730225388772,10.3718152210373,9.94822108902366,10.4065877295507,9.16621678927529,10.4413602380642,8.78637245654103,10.3260186421783,8.68652447515959,10.1061629102125,8.58667649377814,9.88630717824676,8.4868285123967,9.66645144628099
8,20.7880755608028,20.0752656434475,20.7590991953739,20.0371212853969,20.7301228299449,19.9989769273463,20.701146464516,19.9608325692956,20.6721700990871,19.922688211245,20.6431937336581,19.8845438531944,20.7267277593354,19.8833838287697,21.2781223075126,20.0360185737385,21.8295168556898,20.1886533187072,22.380911403867,20.3412880636759,22.9323059520443,20.4939228086447,23.3030142770152,20.6367305380471,23.5479232002874,20.7726963917559,23.7928321235597,20.9086622454648,24.037741046832,21.0446280991736
9,18.9163692712246,4.78315176558978,18.8393936968649,4.94296286395435,18.7624181225053,5.10277396231892,18.6854425481456,5.26258506068349,18.608466973786,5.42239615904806,18.5314913994263,5.58220725741263,18.6120882064614,5.75958752573024,19.3479302398806,6.01002701065265,20.0837722732997,6.26046649557506,20.8196143067189,6.51090598049747,21.555456340138,6.76134546541988,22.014723877049,6.85249627724638,22.2814315963469,6.83274533122307,22.5481393156448,6.81299438519976,22.8148470349427,6.79324343917645
10,21.3513176360518,15.7777951036956,20.8416298119995,15.7093754445077,20.3319419879473,15.6409557853198,19.822254163895,15.5725361261318,19.3125663398427,15.5041164669439,18.8028785157905,15.435696807756,18.5047154301609,15.3821219587572,19.0861517634574,15.3902774138058,19.6675880967538,15.3984328688545,20.2490244300503,15.4065883239032,20.8304607633467,15.4147437789519,21.1632114499862,15.5958758352212,21.3228194088333,15.8974396131529,21.4824273676803,16.1990033910847,21.6420353265273,16.5005671690164
11,9.29682810840759,5.71231358788494,9.48423338956293,5.67158515799308,9.67163867071826,5.63085672810122,9.8590439518736,5.59012829820937,10.0464492330289,5.54939986831751,10.2338545141843,5.50867143842565,10.2784072300666,5.53291211714404,9.7289252512687,5.82731878499374,9.17944327247082,6.12172545284343,8.62996129367294,6.41613212069313,8.08047931487506,6.71053878854282,7.95136049976934,6.84091969439843,8.11491167106434,6.85710073290474,8.27846284235933,6.87328177141105,8.44201401365433,6.88946280991736
